calling_number,called_number,date,time,duration,call_type,tower_id,imei
9689931092,9354769104,2026-08-11,04:07:17,45,VOICE,TWR-003,351434475654887
9601244938,9127004282,2026-08-11,04:33:17,300,VOICE,TWR-006,351434475654887
9354769104,9878877910,2026-08-11,05:20:17,300,SMS,TWR-002,354559689653603
9660219988,9829350996,2026-08-11,05:25:17,180,SMS,TWR-002,356236337841316
9127004282,9601267121,2026-08-11,06:45:17,3,SMS,TWR-001,356139475498701
9660219988,9878877910,2026-08-11,06:56:17,300,DATA,TWR-003,354559689653603
9660219988,9354769104,2026-08-11,07:09:17,3,VOICE,TWR-004,354559689653603
9794759130,9689931092,2026-08-11,07:13:17,45,VOICE,TWR-006,356170294288605
9693912362,9677690652,2026-08-11,07:19:17,0,VOICE,TWR-005,356170294288605
9722026880,9354769104,2026-08-11,07:20:17,0,VOICE,TWR-002,356236337841316
9762143601,9127004282,2026-08-11,07:28:17,45,SMS,TWR-001,354559689653603
9762143601,9794759130,2026-08-11,07:37:17,0,SMS,TWR-006,356236337841316
9354769104,9878877910,2026-08-11,08:22:17,180,VOICE,TWR-004,356170294288605
9601244938,9354769104,2026-08-11,09:14:17,3,SMS,TWR-005,351434475654887
9487447697,9677690652,2026-08-11,10:20:17,300,VOICE,TWR-001,356139475498701
9878877910,9722026880,2026-08-11,11:02:17,0,DATA,TWR-005,356332444393444
9878877910,9722026880,2026-08-11,11:17:17,90,SMS,TWR-006,354559689653603
9660219988,9794759130,2026-08-11,11:19:17,0,VOICE,TWR-008,354559689653603
9487447697,9271013794,2026-08-11,11:21:17,180,SMS,TWR-008,356236337841316
9127004282,9829350996,2026-08-11,11:31:17,4,VOICE,TWR-005,356236337841316
9762143601,9660219988,2026-08-11,11:59:17,300,VOICE,TWR-004,356170294288605
9601267121,9829350996,2026-08-11,12:12:17,45,VOICE,TWR-008,351434475654887
9601267121,9794759130,2026-08-11,12:23:17,45,DATA,TWR-007,354559689653603
9271013794,9829350996,2026-08-11,12:38:17,90,VOICE,TWR-003,356170294288605
9271013794,9689931092,2026-08-11,12:42:17,12,SMS,TWR-003,354559689653603
9271013794,9829350996,2026-08-11,13:18:17,12,VOICE,TWR-003,356236337841316
9722026880,9487447697,2026-08-11,13:19:17,90,DATA,TWR-004,356332444393444
9794759130,9762143601,2026-08-11,13:56:17,180,VOICE,TWR-008,356170294288605
9794759130,9689931092,2026-08-11,14:10:17,45,VOICE,TWR-006,356139475498701
9693912362,9660219988,2026-08-11,14:10:17,180,VOICE,TWR-001,356332444393444
9271013794,9601244938,2026-08-11,14:54:17,45,VOICE,TWR-006,356236337841316
9601244938,9689931092,2026-08-11,15:58:17,4,VOICE,TWR-004,356236337841316
9487447697,9794759130,2026-08-11,16:18:17,4,VOICE,TWR-004,356332444393444
9127004282,9677690652,2026-08-11,16:20:17,4,VOICE,TWR-007,356332444393444
9601244938,9601267121,2026-08-11,16:54:17,300,VOICE,TWR-002,356170294288605
9271013794,9487447697,2026-08-11,17:18:17,300,SMS,TWR-004,356236337841316
9601267121,9693912362,2026-08-11,18:49:17,3,VOICE,TWR-006,356139475498701
9660219988,9689931092,2026-08-11,19:02:17,45,SMS,TWR-002,351434475654887
9677690652,9601244938,2026-08-11,23:37:17,0,VOICE,TWR-006,356170294288605
9601244938,9878877910,2026-08-12,00:13:17,4,VOICE,TWR-002,351434475654887
9271013794,9127004282,2026-08-12,00:19:17,4,VOICE,TWR-007,356170294288605
9794759130,9354769104,2026-08-12,00:31:17,90,SMS,TWR-007,351434475654887
9601244938,9693912362,2026-08-12,01:14:17,4,VOICE,TWR-005,354559689653603
9878877910,9660219988,2026-08-12,01:20:17,90,VOICE,TWR-007,356170294288605
9601267121,9794759130,2026-08-12,01:42:17,12,VOICE,TWR-001,356170294288605
9271013794,9601267121,2026-08-12,02:12:17,90,VOICE,TWR-001,356139475498701
9794759130,9601244938,2026-08-12,03:11:17,90,SMS,TWR-008,351434475654887
9677690652,9794759130,2026-08-12,03:40:17,180,VOICE,TWR-008,356236337841316
9271013794,9487447697,2026-08-12,04:41:17,3,VOICE,TWR-004,356332444393444
9271013794,9722026880,2026-08-12,05:29:17,90,VOICE,TWR-005,356170294288605
9762143601,9689931092,2026-08-12,05:56:17,45,VOICE,TWR-008,356332444393444
9127004282,9271013794,2026-08-12,06:08:17,12,VOICE,TWR-004,356332444393444
9271013794,9601244938,2026-08-12,06:32:17,300,VOICE,TWR-002,354559689653603
9677690652,9794759130,2026-08-12,06:41:17,180,VOICE,TWR-004,356170294288605
9660219988,9762143601,2026-08-12,08:12:17,0,VOICE,TWR-008,356139475498701
9722026880,9601244938,2026-08-12,08:23:17,0,SMS,TWR-003,356139475498701
9689931092,9762143601,2026-08-12,08:26:17,0,VOICE,TWR-001,351434475654887
9601244938,9487447697,2026-08-12,08:26:17,4,VOICE,TWR-001,356139475498701
9693912362,9127004282,2026-08-12,08:46:17,45,VOICE,TWR-003,356236337841316
9722026880,9762143601,2026-08-12,08:54:17,180,VOICE,TWR-006,354559689653603
9878877910,9271013794,2026-08-12,08:54:17,180,DATA,TWR-003,356170294288605
9601244938,9722026880,2026-08-12,08:56:17,12,VOICE,TWR-005,356170294288605
9601267121,9487447697,2026-08-12,09:08:17,45,SMS,TWR-006,356332444393444
9722026880,9601267121,2026-08-12,10:09:17,180,DATA,TWR-007,356332444393444
9878877910,9762143601,2026-08-12,10:47:17,300,VOICE,TWR-006,356236337841316
9722026880,9601267121,2026-08-12,11:20:17,90,DATA,TWR-007,351434475654887
9762143601,9693912362,2026-08-12,11:30:17,12,VOICE,TWR-006,354559689653603
9794759130,9127004282,2026-08-12,12:15:17,0,VOICE,TWR-008,356170294288605
9689931092,9127004282,2026-08-12,12:24:17,12,VOICE,TWR-003,356332444393444
9693912362,9722026880,2026-08-12,12:41:17,12,VOICE,TWR-007,356139475498701
9601267121,9693912362,2026-08-12,12:51:17,300,VOICE,TWR-006,356332444393444
9601267121,9271013794,2026-08-12,13:05:17,45,VOICE,TWR-007,356139475498701
9794759130,9601267121,2026-08-12,13:16:17,4,DATA,TWR-005,356139475498701
9127004282,9271013794,2026-08-12,13:19:17,45,DATA,TWR-008,356170294288605
9354769104,9601244938,2026-08-12,13:58:17,180,VOICE,TWR-005,356170294288605
9762143601,9829350996,2026-08-12,14:53:17,12,SMS,TWR-005,356332444393444
9354769104,9693912362,2026-08-12,14:59:17,300,VOICE,TWR-007,356236337841316
9354769104,9127004282,2026-08-12,15:02:17,45,SMS,TWR-008,356236337841316
9271013794,9693912362,2026-08-12,15:03:17,300,VOICE,TWR-002,354559689653603
9487447697,9689931092,2026-08-12,15:20:17,3,VOICE,TWR-006,354559689653603
9722026880,9878877910,2026-08-12,16:21:17,45,DATA,TWR-002,351434475654887
9601267121,9794759130,2026-08-12,16:44:17,12,VOICE,TWR-007,354559689653603
9660219988,9689931092,2026-08-12,17:11:17,45,SMS,TWR-005,356236337841316
9722026880,9354769104,2026-08-12,20:06:17,0,VOICE,TWR-008,356139475498701
9271013794,9127004282,2026-08-12,22:27:17,45,SMS,TWR-007,356139475498701
9271013794,9677690652,2026-08-12,23:00:17,45,DATA,TWR-002,356139475498701
9127004282,9689931092,2026-08-12,23:14:17,0,VOICE,TWR-002,356236337841316
9689931092,9677690652,2026-08-12,23:33:17,90,DATA,TWR-002,356332444393444
9794759130,9127004282,2026-08-12,23:49:17,45,VOICE,TWR-006,356332444393444
9127004282,9601244938,2026-08-13,00:51:17,0,VOICE,TWR-008,351434475654887
9722026880,9794759130,2026-08-13,01:03:17,180,VOICE,TWR-002,356139475498701
9762143601,9354769104,2026-08-13,01:37:17,12,VOICE,TWR-006,356139475498701
9487447697,9878877910,2026-08-13,02:13:17,300,VOICE,TWR-003,356139475498701
9794759130,9660219988,2026-08-13,02:47:17,12,VOICE,TWR-003,356236337841316
9722026880,9794759130,2026-08-13,03:06:17,12,SMS,TWR-005,356236337841316
9693912362,9354769104,2026-08-13,03:33:17,12,SMS,TWR-006,356170294288605
9271013794,9677690652,2026-08-13,03:38:17,4,DATA,TWR-007,351434475654887
9829350996,9794759130,2026-08-13,03:40:17,3,SMS,TWR-004,356236337841316
9677690652,9487447697,2026-08-13,04:34:17,90,SMS,TWR-006,356236337841316
9693912362,9722026880,2026-08-13,05:19:17,3,VOICE,TWR-007,356236337841316
9271013794,9878877910,2026-08-13,05:49:17,0,SMS,TWR-008,356236337841316
9762143601,9601244938,2026-08-13,06:03:17,90,VOICE,TWR-004,356170294288605
9271013794,9127004282,2026-08-13,06:18:17,300,SMS,TWR-002,356170294288605
9878877910,9601267121,2026-08-13,07:07:17,180,SMS,TWR-008,356236337841316
9601267121,9601244938,2026-08-13,08:11:17,45,VOICE,TWR-005,356139475498701
9794759130,9722026880,2026-08-13,08:27:17,0,VOICE,TWR-007,356139475498701
9878877910,9660219988,2026-08-13,08:42:17,3,DATA,TWR-003,356170294288605
9127004282,9693912362,2026-08-13,09:41:17,90,VOICE,TWR-004,354559689653603
9487447697,9601267121,2026-08-13,10:48:17,45,SMS,TWR-004,356139475498701
9354769104,9762143601,2026-08-13,10:53:17,45,DATA,TWR-008,356139475498701
9762143601,9660219988,2026-08-13,10:54:17,90,VOICE,TWR-006,356139475498701
9829350996,9601244938,2026-08-13,11:19:17,45,SMS,TWR-005,356332444393444
9127004282,9689931092,2026-08-13,11:58:17,45,SMS,TWR-007,354559689653603
9487447697,9354769104,2026-08-13,14:05:17,45,VOICE,TWR-008,356139475498701
9762143601,9601267121,2026-08-13,14:41:17,90,VOICE,TWR-002,354559689653603
9601244938,9271013794,2026-08-13,15:02:17,3,VOICE,TWR-005,356332444393444
9693912362,9601267121,2026-08-13,16:43:17,0,SMS,TWR-003,356236337841316
9794759130,9127004282,2026-08-13,17:46:17,12,VOICE,TWR-008,351434475654887
9660219988,9693912362,2026-08-13,17:55:17,12,SMS,TWR-008,354559689653603
9677690652,9127004282,2026-08-13,18:04:17,300,VOICE,TWR-006,351434475654887
9722026880,9660219988,2026-08-13,18:36:17,45,DATA,TWR-003,354559689653603
9689931092,9693912362,2026-08-13,20:01:17,180,SMS,TWR-004,351434475654887
9762143601,9487447697,2026-08-13,20:42:17,0,VOICE,TWR-006,356170294288605
9722026880,9693912362,2026-08-13,22:37:17,4,VOICE,TWR-007,356332444393444
9271013794,9693912362,2026-08-13,23:22:17,12,VOICE,TWR-008,351434475654887
9601267121,9794759130,2026-08-14,00:19:17,4,VOICE,TWR-001,356170294288605
9722026880,9762143601,2026-08-14,02:04:17,45,VOICE,TWR-005,351434475654887
9127004282,9677690652,2026-08-14,02:25:17,12,VOICE,TWR-006,351434475654887
9487447697,9689931092,2026-08-14,02:35:17,4,SMS,TWR-006,356332444393444
9762143601,9354769104,2026-08-14,06:37:17,0,DATA,TWR-006,356332444393444
9878877910,9677690652,2026-08-14,07:17:17,300,SMS,TWR-003,356236337841316
9601267121,9601244938,2026-08-14,07:23:17,0,SMS,TWR-003,356170294288605
9354769104,9487447697,2026-08-14,07:27:17,12,SMS,TWR-005,351434475654887
9829350996,9794759130,2026-08-14,07:29:17,4,SMS,TWR-008,356170294288605
9487447697,9660219988,2026-08-14,07:42:17,45,VOICE,TWR-004,351434475654887
9762143601,9722026880,2026-08-14,08:03:17,4,SMS,TWR-008,356236337841316
9762143601,9601244938,2026-08-14,08:45:17,3,DATA,TWR-003,356139475498701
9762143601,9689931092,2026-08-14,08:48:17,180,DATA,TWR-001,356139475498701
9601267121,9354769104,2026-08-14,08:49:17,90,DATA,TWR-002,356236337841316
9601244938,9689931092,2026-08-14,09:12:17,12,VOICE,TWR-002,356236337841316
9601267121,9354769104,2026-08-14,09:17:17,4,VOICE,TWR-003,356236337841316
9693912362,9601244938,2026-08-14,11:42:17,45,VOICE,TWR-001,356139475498701
9601267121,9660219988,2026-08-14,11:47:17,90,VOICE,TWR-002,356236337841316
9354769104,9127004282,2026-08-14,13:14:17,0,VOICE,TWR-003,351434475654887
9487447697,9271013794,2026-08-14,14:05:17,180,VOICE,TWR-003,351434475654887
9689931092,9722026880,2026-08-14,14:10:17,180,VOICE,TWR-003,351434475654887
9762143601,9660219988,2026-08-14,14:19:17,180,DATA,TWR-002,356236337841316
9487447697,9829350996,2026-08-14,14:28:17,300,VOICE,TWR-001,356139475498701
9829350996,9601244938,2026-08-14,14:29:17,180,DATA,TWR-008,356139475498701
9354769104,9794759130,2026-08-14,14:36:17,4,VOICE,TWR-005,351434475654887
9354769104,9601244938,2026-08-14,15:45:17,180,VOICE,TWR-007,356139475498701
9722026880,9693912362,2026-08-14,16:08:17,4,VOICE,TWR-003,351434475654887
9722026880,9127004282,2026-08-14,16:50:17,4,SMS,TWR-001,356139475498701
9601267121,9794759130,2026-08-14,17:43:17,300,SMS,TWR-001,356236337841316
9878877910,9271013794,2026-08-14,18:12:17,3,SMS,TWR-001,356332444393444
9689931092,9762143601,2026-08-14,18:27:17,45,VOICE,TWR-001,356332444393444
9794759130,9127004282,2026-08-14,18:32:17,300,SMS,TWR-003,356332444393444
9601267121,9693912362,2026-08-14,19:43:17,90,DATA,TWR-004,351434475654887
9722026880,9660219988,2026-08-14,20:12:17,180,SMS,TWR-007,354559689653603
9689931092,9354769104,2026-08-14,20:20:17,4,VOICE,TWR-006,351434475654887
9271013794,9829350996,2026-08-14,21:44:17,180,SMS,TWR-002,351434475654887
9354769104,9878877910,2026-08-14,21:50:17,3,VOICE,TWR-003,356139475498701
9722026880,9829350996,2026-08-14,22:46:17,3,SMS,TWR-004,356170294288605
9677690652,9127004282,2026-08-14,22:47:17,4,DATA,TWR-006,356139475498701
9794759130,9354769104,2026-08-14,22:53:17,180,DATA,TWR-007,354559689653603
9271013794,9660219988,2026-08-14,22:54:17,0,VOICE,TWR-007,356332444393444
